10	2000	16.212463379
10	4000	21.934509277
10	6000	27.179718018000003
10	8000	62.942504883
10	10000	75.10185241699999
10	12000	71.048736572
10	14000	629.901885986
10	16000	633.0013275150001
10	18000	626.087188721
10	20000	632.0476531979999
10	22000	644.92225647
10	24000	645.875930786
10	26000	645.160675049
10	28000	645.875930786
10	30000	645.875930786
10	32000	652.074813843
10	34000	653.982162476
10	36000	653.0284881590001
10	38000	655.174255371
10	40000	662.0883941650001
10	42000	659.2273712159999
10	44000	667.095184326
10	46000	669.002532959
10	48000	674.00932312
10	50000	668.048858643
10	52000	680.2082061770001
10	54000	681.161880493
10	56000	680.9234619140001
10	58000	677.108764648
10	60000	681.161880493
10	62000	687.122344971
10	64000	689.9833679200001
10	66000	687.122344971
10	68000	694.0364837650001
10	70000	697.85118103
10	72000	696.182250977
10	74000	699.996948242
10	76000	699.996948242
10	78000	705.95741272
10	80000	708.103179932
10	82000	710.964202881
10	84000	717.163085938
10	86000	705.95741272
10	88000	713.8252258299999
10	90000	708.103179932
10	92000	727.8919219969999
10	94000	1412.8684997560001
10	96000	1409.05380249
10	98000	1410.961151123
10	100000	1413.822174072
100	2000	538.82598877
100	4000	704.050064087
100	6000	795.841217041
100	8000	846.147537231
100	10000	835.180282593
100	12000	869.035720825
100	14000	7913.827896117999
100	16000	7899.99961853
100	18000	7872.819900513001
100	20000	7920.980453490999
100	22000	7953.16696167
100	24000	7908.10585022
100	26000	7967.9489135740005
100	28000	8055.925369263001
100	30000	8042.097091675001
100	32000	8058.071136475
100	34000	8286.952972412
100	36000	8350.133895874
100	38000	8274.078369141
100	40000	8162.021636963
100	42000	8337.97454834
100	44000	8342.027664185001
100	46000	8491.992950439
100	48000	8326.053619385
100	50000	8512.9737854
100	52000	8529.901504517
100	54000	8538.007736205998
100	56000	8444.786071777
100	58000	8653.879165649
100	60000	8579.969406128
100	62000	8610.963821411
100	64000	8559.942245483
100	66000	8626.937866211
100	68000	8714.914321899
100	70000	8710.861206055
100	72000	8698.9402771
100	74000	8769.989013672
100	76000	8771.896362305
100	78000	8841.037750244
100	80000	8750.915527344
100	82000	8926.153182983
100	84000	8914.947509766
100	86000	8862.972259521
100	88000	8944.034576416
100	90000	8864.879608154
100	92000	8934.020996094
100	94000	17459.154129028
100	96000	17436.981201172
100	98000	17281.055450439
100	100000	17328.023910522
102	2000	542.879104614
102	4000	720.977783203
102	6000	811.8152618409999
102	8000	889.06288147
102	10000	880.002975464
102	12000	877.857208252
102	14000	7962.9421234129995
102	16000	7990.121841431001
102	18000	8033.037185669001
102	20000	8044.004440308001
102	22000	8110.046386719
102	24000	8121.967315674
102	26000	8091.926574707
102	28000	8128.881454468001
102	30000	8296.966552734
102	32000	8189.20135498
102	34000	8212.089538574
102	36000	8326.053619385
102	38000	8291.959762572998
102	40000	8351.087570189999
102	42000	8417.129516601999
102	44000	8446.931838989
102	46000	8513.927459717
102	48000	8428.09677124
102	50000	8420.944213867
102	52000	8561.849594116
102	54000	8496.999740601
102	56000	8525.848388672
102	58000	8636.951446533
102	60000	8632.183074951
102	62000	8624.076843261999
102	64000	8690.118789673
102	66000	8795.976638794002
102	68000	8735.895156859999
102	70000	8805.990219116
102	72000	8782.148361205998
102	74000	8746.147155761999
102	76000	8883.953094482
102	78000	8929.967880249
102	80000	8912.086486816
102	82000	8926.868438721
102	84000	8964.061737061
102	86000	8984.804153441999
102	88000	9054.899215697998
102	90000	9043.931961060001
102	92000	9181.022644043
102	94000	17362.117767334003
102	96000	17436.981201172
102	98000	17517.08984375
102	100000	17508.983612061
104	2000	560.998916626
104	4000	731.9450378419999
104	6000	806.093215942
104	8000	890.016555786
104	10000	877.1419525150001
104	12000	886.917114258
104	14000	8160.11428833
104	16000	8153.915405273
104	18000	8226.156234741
104	20000	8273.839950562
104	22000	8301.019668579
104	24000	8312.940597534
104	26000	8349.180221558001
104	28000	8497.953414917001
104	30000	8319.139480591
104	32000	8378.982543945
104	34000	8454.084396362
104	36000	8661.985397339
104	38000	8646.011352539
104	40000	8740.901947021
104	42000	8578.777313232
104	44000	8678.913116455
104	46000	8820.056915283
104	48000	8712.053298949999
104	50000	8684.873580933001
104	52000	8740.901947021
104	54000	8791.923522949
104	56000	8893.966674805
104	58000	8991.956710814999
104	60000	9001.016616821
104	62000	8999.109268188
104	64000	9135.007858276
104	66000	8965.969085693001
